method_name,system_link,pdf_hash,efficacy_observed,application_conditions,results_summary,limitations,confidence,source,formatted_at,data_layer
Soufre,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20A.pdf,e6144249ba12,"pas de perte > 2% des plants en fin de saison, pas de dégâts sur fruits",null,tolérance de symptômes si peu évolutifs et restant sur la moitié inférieure des plants ; pas de perte de rendement ou de qualité (sépales nécrosés),"Le surcroît de temps de travail doit rester acceptable par le producteur pour les observations, les apports d’auxiliaires et les applications de biocontrôle",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Encarsia formosa,https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20B_Serre%20B%20Dephy.pdf,210665a76c90,"Pas de fumagine, pas de perte de qualité des plants ou des fruits",applications précoce et durable de biocontrôle,"L'exploitation a modifié sa stratégie économique sur la durée du projet, avec la mise en place d’un compartiment éclairé, puis d’un deuxième en 2017, réduisant la zone expérimentale. Le système était conçu à la base sur un modèle de type tomate grappe classique, complémentaire du site A.",Equilibre aleurode / auxiliaires (Macrolophus / parasitoïdes),1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Eretmocerus mundus,https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20B_Serre%20B%20Dephy.pdf,210665a76c90,"Pas de fumagine, pas de perte de qualité des plants ou des fruits",applications précoce et durable de biocontrôle,"L'exploitation a modifié sa stratégie économique sur la durée du projet, avec la mise en place d’un compartiment éclairé, puis d’un deuxième en 2017, réduisant la zone expérimentale. Le système était conçu à la base sur un modèle de type tomate grappe classique, complémentaire du site A.","Les résultats de cette stratégie sont globalement satisfaisants mais améliorables, et en particulier sur cette exploitation, sur les cibles oïdium et aleurodes.",1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Macrolophus pygmaeus,https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20B_Serre%20B%20Dephy.pdf,210665a76c90,Equilibre aleurode / auxiliaires (Macrolophus / parasitoïdes),applications précoce et durable de biocontrôle,"Pas de fumagine, pas de perte de qualité des plants ou des fruits","nécessité d'un suivi rigoureux compatible avec la pratique, des produits alternatifs encore parfois insuffisamment efficaces et des seuils de tolérance à respecter",1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Macrolophus pygmaeus,https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20B_Serre%20B%20Dephy.pdf,210665a76c90,Equilibre aleurode / auxiliaires (Macrolophus / parasitoïdes),applications précoce et durable de biocontrôle,,Tuta : prés,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phéromone lépidoptères,https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20B_Serre%20B%20Dephy.pdf,210665a76c90,"Pas de fumagine, pas de perte de qualité des plants ou des fruits (aleurode). Présence d'un équilibre aleurode / auxiliaires (Macrolophus / parasitoïdes).",Applications précoce et durable de biocontrôle.,"Globalement satisfaisants mais améliorables, en particulier sur les cibles oïdium et aleurodes.","Les évolutions récentes de conduite culturale (climat…) et de variétés (diversification variétale, variétés plus productives…) ont parfois mis à mal ces pratiques. Les produits alternatifs sont parfois insuffisamment efficaces et des seuils de tolérance doivent être respectés.",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Soufre,https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20B_Serre%20B%20Dephy.pdf,210665a76c90,Tolérance de symptômes si équivalent ou supérieur au rendement conventionnel inférieure des plants ; pas de perte de rendement ou de qualité (sépales nécrosés).,applications précoce et durable de biocontrôle.,"Globalement satisfaisants mais améliorables, en particulier sur cette exploitation, sur les cibles oïdium et aleurodes.","Les évolutions récentes de conduite culturale (climat…) et de variétés (diversification variétale, variétés plus productives…) ont parfois mis à mal ces pratiques. Les produits alternatifs sont parfois insuffisamment efficaces et des seuils de tolérance à respecter.",1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phéromone lépidoptères,https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_ECOPECHE_SERFEL_bas%20intrants.pdf,fef5d1dc46df,,,La maîtrise générale des bioagresseurs est dans l’ensemble satisfaisante. On observe également des problème liés au thrips qui génère des dégâts non négligeables.,"Plus de difficulté pour la Tordeuse Orientale car la variété est très tardive, et donc plus longtemps exposée à ce ravageur.",0.7,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Glu,https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_ECOPECHE_SERFEL_Eco-Innov.pdf,a85f70649ece,"Maîtrise des bio-agresseurs est satisfaisante. Mis à part un problème ponctuel d’escargot en 2015, les principaux bioagresseurs sont bien maitrisés (cloque, monilia, pucerons).",,"Les observations démarrent à partir de 2014, une fois la phase d’installation terminée. Sur les trois années d’observation la maîtrise des bio-agresseurs est satisfaisante.",Problème ponctuel d’escargot en 2015.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phéromone lépidoptères,https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_ECOPECHE_SERFEL_Eco-Innov.pdf,a85f70649ece,"Maîtrise des bio-agresseurs est satisfaisante. Mis à part un problème ponctuel d’escargot en 2015, les principaux bioagresseurs sont bien maitrisés (cloque, monilia, pucerons).",Suivi des vols de la tordeuse orientale grâce à un piège à phéromone installé sur la parcelle.,"Les observations démarrent à partir de 2014, une fois la phase d’installation terminée. Sur les trois années d’observation la maîtrise des bio-agresseurs est satisfaisante.",Problème ponctuel d’escargot en 2015.,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Glu,http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_EcoP%C3%AAche_SEFRA_Faibles%20intrants.pdf,ef8074a10be1,,,Utilisation en dernier recours.,,0.7,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Huiles diverses,http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_EcoP%C3%AAche_SEFRA_Faibles%20intrants.pdf,ef8074a10be1,,,Utilisation en dernier recours contre pucerons.,,0.8,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phéromone lépidoptères,http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_EcoP%C3%AAche_SEFRA_Faibles%20intrants.pdf,ef8074a10be1,,,Utilisation pour lutter contre les tordeuses.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Soufre,http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_EcoP%C3%AAche_SEFRA_Faibles%20intrants.pdf,ef8074a10be1,,,Utilisation pour lutter contre l'oïdium.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Bacillus thuringiensis,https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_ECOPECHE_INRA%20Avignon_Eco2.pdf,93df6e21ced5,,,Utilisation de produits de biocontrôle pour la protection.,,0.7,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Glu,https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_ECOPECHE_INRA%20Avignon_Eco2.pdf,93df6e21ced5,,,La protection mobilise aussi des produits de biocontrôle.,,0.7,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Granulovirus,https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_ECOPECHE_INRA%20Avignon_Eco2.pdf,93df6e21ced5,,,Utilisation de produits de biocontrôle pour la protection.,,0.7,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Huiles diverses,https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_ECOPECHE_INRA%20Avignon_Eco2.pdf,93df6e21ced5,,,Utilisation de produits de biocontrôle pour le contrôle des ravageurs.,,0.8,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phéromone lépidoptères,https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_ECOPECHE_INRA%20Avignon_Eco2.pdf,93df6e21ced5,,,Utilisation de phéromones pour lutter contre la tordeuse.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Soufre,https://ecophytopic.fr/sites/default/files/2020-06/Fiche%20SYSTEME_ECOPECHE_INRA%20Avignon_Eco2.pdf,93df6e21ced5,,,Utilisation de produits de biocontrôle pour la protection.,,0.7,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Bacillus amyloliquefaciens,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf,e96fe4fe583a,Limiter les dégâts de mildiou et de pourriture acide notamment botrytis cinerea,,Réduire de 50% l’IFT global (en favorisant le biocontrôle et en supprimant les insecticides),Site éloigné du siège de l’exploitation,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Bacillus amyloliquefaciens,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EcoViti%20Val%20de%20Loire-Centre_Domaine%20du%20Colombie_Syst%C3%A8me%C2%A0DEPHY1.pdf,bf7e7ef2bdeb,Limiter le Botrytis cinerea,,"Le système a permis de réduire l’IFT insecticide et au moins de 30 à 50 % l’IFT fongicide. Comparé à la référence, le système a permis de réduire significativement l'incidence du Botrytis cinerea (2% vs 17% en 2012, 5.5% vs 26% en 2013, etc.).",,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Bacillus thuringiensis,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EcoViti%20Arc%20M%C3%A9diterran%C3%A9en_Rivesaltes_Innobio.pdf,8a8c103907c8,"Pas de réelles différences à la récolte (sur les différents millésimes) entre la partie non traitée (Innobio) en première génération, et la partie traitée (viticulteur ) sur les trois générations.",,Utiliser aucun herbicide (proscrit car production en AB). Réduire d’au moins 50 % les insecticides en zone eudémis.,"Sur la campagne 2017, nous avons été confrontés à une erreur de dose appliquée ce qui a provoqué la présence de foyers en troisième génération, portes ouvertes au botrytis et pourriture acide.",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Gestion de la vigueur et aération de la végétation,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf,e96fe4fe583a,Limiter les dégâts de mildiou et de pourriture acide notamment botrytis,null,null,Site éloigné du siège de l’exploitation,0.8,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Gestion de la vigueur et aération de la végétation,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf,e96fe4fe583a,Limiter l’installation de l’oïdium,,Réduction de l’utilisation du cuivre par la substitution partielle,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Gestion de la vigueur et aération de la végétation,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Wintzenheim_AB.pdf,cb32c20ed57a,Favoriser le biocontrôle,,Limiter l’apparition précoce de botrytis,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Gestion de la vigueur et aération de la végétation,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Wintzenheim_AB.pdf,cb32c20ed57a,Eviter l’installation de l’oïdium et l’apparition précoce de botrytis,traitant au bon moment,Favoriser le biocontrôle,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Huile essentielle d'agrumes,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf,e96fe4fe583a,Limiter l’apparition de l’oïdium,,,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Huile essentielle d'agrumes,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Chatenois_AB.pdf,44b7c23a94b7,null,null,Observations - Huiles essentielles d’agrumes et propolis,null,0.8,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Huile essentielle d'agrumes,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Chatenois_AB.pdf,44b7c23a94b7,null,null,Observations - Huiles essentielles d’agrumes et propolis,null,0.8,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Huile essentielle d'agrumes,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Wintzenheim_AB.pdf,cb32c20ed57a,Eviter l’installation de l’oïdium et l’apparition précoce de botrytis,traitant au bon moment,Favoriser le biocontrôle,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Hydrogénocarbonate de potassium,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Cors%27EXPE_CRVI.pdf,ac0cac5b7812,La diminution des doses de produits phytosanitaires n’a pas eu de répercussions du point de vue sanitaire sur la vendange.,,"La maîtrise des bioagresseurs est très satisfaisante pour les millésimes 2012, 2013, 2015 à 2017. Notons que pour ces millésimes, les pressions mildiou et oïdium indiquées par le BSV sont respectivement « nulle à faible » et « faible à moyenne ».",,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Hydrogénocarbonate de potassium,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf,e96fe4fe583a,Substitution partielle du cuivre par divers produits alternatifs pour limiter les dégâts de l'oïdium.,,Réduction de l'utilisation du cuivre par la substitution partielle.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Hydrogénocarbonate de potassium,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Wintzenheim_AB.pdf,cb32c20ed57a,Eviter l’installation de l’oïdium et l’apparition précoce de botrytis,,Favoriser le biocontrôle,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Mélange vesce avoine graminées et matière organique,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf,e96fe4fe583a,"Attraction de pollinisateurs et auxiliaires, micro-organismes du sol fournissant potentiellement certains services écosystémiques.","Semé chaque année avec un mélange vesce-avoine. Roulé avec un Rolofaca© dès que les conditions deviennent séchantes, constituant ainsi un mulch sur le sol. Paillage avec des plaquettes forestières.",L'implantation de vesce sur l’un des inter-rangs et le paillage végétal participent à constituer un réservoir de biodiversité.,null,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Mélange vesce avoine graminées et matière organique,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf,e96fe4fe583a,"Attraction de pollinisateurs et auxiliaires, micro-organismes du sol fournissant potentiellement certains services écosystémiques. Limiter les dégâts de mildiou et de pourriture acide notamment l'oïdium et l’apparition précoce de botrytis.","Semé chaque année avec un mélange vesce-avoine. Roulé avec un Rolofaca© dès que les conditions deviennent séchantes, constituant ainsi un mulch sur le sol. Paillage avec des plaquettes forestières.",Potentiellement certains services écosystémiques. Réduction de l’utilisation du cuivre par la substitution partielle.,Sensibilité au stress hydrique,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Mélange vesce avoine graminées et matière organique,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Wintzenheim_AB.pdf,cb32c20ed57a,Favoriser le biocontrôle,,"Limiter les dégâts de mildiou et pourriture acide, éviter l’installation de l’oïdium et l’apparition précoce de botrytis",,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Mélange vesce avoine graminées et matière organique,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Wintzenheim_AB.pdf,cb32c20ed57a,Favoriser le biocontrôle,,"Limiter les dégâts de mildiou et pourriture acide, éviter l’installation de l’oïdium et l’apparition précoce de botrytis",,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phéromone lépidoptères,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf,e96fe4fe583a,Limiter les dégâts de Tordeuses,,,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phéromone lépidoptères,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EcoViti%20Arc%20M%C3%A9diterran%C3%A9en_Rivesaltes_Innobio.pdf,8a8c103907c8,"Pas de réelles différences à la récolte (sur les différents millésimes) entre la partie non traitée (Innobio) en première génération, et la partie traitée (viticulteur ) sur les trois générations.",,Utiliser aucun herbicide (proscrit car production en AB). Réduire d’au moins 50 % les insecticides en zone eudémis.,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phéromone lépidoptères,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EcoViti%20Arc%20M%C3%A9diterran%C3%A9en_Rivesaltes_Innobio.pdf,8a8c103907c8,"Pas de réelles différences à la récolte (sur les différents millésimes) entre la partie non traitée (Innobio) en première génération, et la partie traitée (viticulteur ) sur les trois générations.",,Utiliser aucun herbicide (proscrit car production en AB). Réduire d’au moins 50 % les insecticides en zone eudémis.,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phéromone lépidoptères,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EcoViti%20Val%20de%20Loire-Centre_Amboise.pdf,9fbc37a960b2,La confusion sexuelle permet de limiter efficacement la pression vers de grappes.,,"L'arrêt des insecticides ne semble pas jouer sur l’intensité des grillures, elles sont été sensiblement moins nombreuses sur la parcelle Ecoviti que sur le reste de l’exploitation.","Le climat sec et les faibles piégeages en milieu de saison laissant penser à une faible pression finale et une faible apparition de symptômes alors qu’en fin de saison, le nombre de grillures observées fut très important.",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phosphonates de potassium,http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_Ecoviti%20Aquitaine_Gd%20Baril_Ecoviti.pdf,e6cb8e4b8b86,,sauf en encadrement de floraison (moment clé le plus sensible de la saison végétative),"Depuis 2016, le système a été réorienté vers l’utilisation de produits de biocontrôle",,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phosphonates de potassium,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EcoViti%20Arc%20M%C3%A9diterran%C3%A9en_SudExp%C3%A9_IPM-50%25.pdf,9c0659837004,"Maîtrise moyennement satisfaisante du mildiou en première année de l’essai est due à une difficulté de prise en main des règles de décision guidant la stratégie de gestion de la maladie. L’aménagement de certaines règles de décision pour augmenter un peu le niveau de sécurisation de cette stratégie, en limitant la prise de risque, a permis une meilleure maîtrise par la suite.",Non spécifié,Amélioration de la maîtrise du mildiou après ajustement des règles de décision.,Difficulté de prise en main des règles de décision au début de l'essai.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phosphonates de potassium,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EcoViti%20Val%20de%20Loire-Centre_Domaine%20du%20Colombie_Syst%C3%A8me%C2%A0DEPHY1.pdf,bf7e7ef2bdeb,null,null,Utilisation dans le cadre d'un système visant à limiter les intrants anti-mildiou.,null,0.7,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Propolis avec Cu,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Chatenois_AB.pdf,44b7c23a94b7,,,Utilisation en combinaison avec des huiles essentielles d'agrumes.,,0.7,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Purins,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf,e96fe4fe583a,Limiter l’installation de l’oïdium,,Substitution partielle de cuivre par divers produits alternatifs,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Purins,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Chatenois_AB.pdf,44b7c23a94b7,,,Utilisation de purins pour le contrôle du mildiou.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Purins,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Wintzenheim_AB.pdf,cb32c20ed57a,Favoriser le biocontrôle,,Limiter l’apparition de l’oïdium,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Soufre,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Chatenois_AB.pdf,44b7c23a94b7,"La maîtrise des bioagresseurs est satisfaisante tout au long des 6 premières années de mise en œuvre du système. En 2015, année avec le plus de dégâts, beaucoup de symptômes d’oïdium ont été observés sur grappes à la vendange.","Pour les usages cuivre et soufre, les réductions essayées vont au delà des cahiers des charges Agricultures biologique et biodynamique.",Réduction drastique des doses de cuivre et soufre.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Soufre,http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_Ecoviti%20Aquitaine_Gd%20Baril_Ecoviti.pdf,e6cb8e4b8b86,null,Sauf en encadrement de floraison (moment clé le plus sensible de la saison végétative).,"Depuis 2016, le système a été réorienté vers l’utilisation de produits de biocontrôle.",null,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Soufre,http://ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Ecoviti%20Aquitaine_INRA_INT.pdf,69c68e0e25e0,"La principale difficulté concerne la gestion du mildiou pour laquelle la pression est très forte sur le site. En 2016, année de forte expression sur grappes, la stratégie mise en œuvre n’a pas permis une maîtrise satisfaisante du mildiou.",,Un traitement à base de soufre a été utilisé en biocontrôle.,"En 2016, année de forte expression sur grappes, la stratégie mise en œuvre n’a pas permis une maîtrise satisfaisante du mildiou.",0.8,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Soufre,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EcoViti%20Arc%20M%C3%A9diterran%C3%A9en_Rivesaltes_Innobio.pdf,8a8c103907c8,Faible pression d'oïdium depuis deux campagnes.,,Utilisation de produits biocontrôle inscrits en AB.,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Stimulateur des défenses,http://www.ecophytopic.fr/sites/default/files/Fiche_SYSTEME_EcoViti%20Alsace_Ribeauville_AB.pdf,e96fe4fe583a,Limiter l’installation de l’oïdium,,Substitution partielle de cuivre par divers produits alternatifs,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Stimulateur des défenses,https://ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Ecoviti%20Arc%20Med_Chapitre_IPM-50%25.pdf,b4ae8298b7af,,,Stimulateur des défenses utilisé pour cibler l'Oïdium.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Aphelinus mali,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EXPE%20Ecophyto%20Pomme_Cefel.pdf,fb3b5e8ed412,null,null,Présence de Puceron cendré (< 15 % de pousses touchées) et Puceron lanigère (< 30 % de pousses touchées).,null,0.8,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Acide pélargonique,http://www.ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_DEPHY%20EXPE%20NPDC_EPLEFPA-Arras_IFT%2050.pdf,9326d7a1ff31,Maîtrise du défanage,,Résultats satisfaisants pour la maîtrise des adventices dans le système IFT 50.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Coniothyrium minitans,http://www.ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_DEPHY%20EXPE%20NPDC_EPLEFPA-Arras_IFT%2050.pdf,9326d7a1ff31,,,Utilisation dans le cadre d'un système de culture visant à réduire l'utilisation des produits phytosanitaires.,,0.7,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Bacillus thuringiensis,http://www.ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_DEPHY%20EXPE%20NPDC_PL_IFT%2050.pdf,0628d3f2fb97,0 chenille (piéride) et tolérance de quelques pucerons sur choux fleur,,Maîtrise des ravageurs,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phosphate ferrique,http://www.ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_DEPHY%20EXPE%20NPDC_PL_IFT%2050.pdf,0628d3f2fb97,"Tolérance de pucerons sur pommes de terre et blé au-delà du seuil BSV, 0 chenille (piéride) et tolérance de quelques pucerons sur choux fleur.",,Pas de dégâts de limaces sur blé et choux fleur,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Acide pélargonique,http://www.ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_DEPHY%20EXPE%20NPDC_PL_IFT%2050.pdf,0628d3f2fb97,Maîtrise du défanage,,Amélioration de l’efficacité des traitements,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phosphate ferrique,http://ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_EXPE%20syst%C3%A8mes%20GC%20Berry_Chaumoy_S2_1.pdf,f0207283fd51,Lutte contre les limaces,Sluxx (exemple),Un temps de travail plus important est toléré pour l'utilisation de Sluxx.,null,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Apport de fumier,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_L%C3%A9gumes_CTIFL%20Carquefou.pdf,ce0f7b3b32f3,,apport de matières organiques a également pour but d’améliorer la fertilité du sol et de favoriser son activité biologique.,L’introduction d’engrais verts dans la rotation et l’apport de matières organiques a également pour but d’améliorer la fertilité du sol et de favoriser son activité biologique.,,0.7,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Apport de fumier,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_L%C3%A9gumes_CTIFL%20Carquefou.pdf,ce0f7b3b32f3,Amélioration de la fertilité du sol et de favoriser son activité biologique.,"Au démarrage selon les résultats de l’analyse de sol, avec si besoin un nouvel apport en cours de culture.",L'apport de matières organiques a également pour but d’améliorer la fertilité du sol et de favoriser son activité biologique.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Apport de fumier,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_L%C3%A9gumes_CTIFL%20Carquefou.pdf,ce0f7b3b32f3,Amélioration de la fertilité du sol et de favoriser son activité biologique.,"Au démarrage, selon les résultats de l’analyse de sol, avec si besoin un nouvel apport en cours de culture.",L'apport de matières organiques a également pour but d’améliorer la fertilité du sol et de favoriser son activité biologique.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Apport de fumier,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_L%C3%A9gumes_CTIFL%20Carquefou.pdf,ce0f7b3b32f3,Amélioration de la fertilité du sol et de favoriser son activité biologique.,"Au démarrage, selon les résultats de l’analyse de sol, avec si besoin un nouvel apport en cours de culture.",L'apport de matières organiques a également pour but d’améliorer la fertilité du sol et de favoriser son activité biologique.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
